id,activity,title,creator,assignee,status,type,message_count
21498,2014-05-27.06:56:17,configparser accepts keys beginning with comment_chars when writing,18940,12704,1,5,1.0
16638,2014-05-27.06:05:53,support multi-line docstring signatures in IDLE calltips,12075,None,1,6,10.0
21563,2014-05-26.19:39:05,Segv during call to builtin_execfile in application embedding Python interpreter.,19535,None,1,1,2.0
21054,2014-05-26.16:15:43,Improve indexing of syntax symbols,155,12260,1,6,3.0
18695,2014-05-24.20:50:17,os.statvfs() not working well with unicode paths,3080,3080,1,5,15.0
21550,2014-05-24.20:03:48,Add Python implementation of the tar utility,15623,None,1,6,4.0
20269,2014-05-24.13:33:50,Inconsistent behavior in pdb when pressing Ctrl-C,12652,None,1,5,2.0
17496,2014-05-24.07:31:16,OS X test for Tk availability in runtktests.py doesn't work,9612,925,1,5,12.0
21564,2014-05-23.21:14:02,Declaration of EVP_MD_CTX causes crash when switching between OpenSSL 0.9 and 1.0,19634,None,1,1,1.0
20853,2014-05-23.15:08:10,"pdb ""args"" crashes when an arg is not printable",564,None,1,6,10.0
21556,2014-05-23.09:26:44,try to use hashtable in pickle,12146,None,1,6,7.0
19531,2014-05-22.22:13:27,Loading -OO bytecode files if -O was requested can lead to problems,12509,None,1,5,3.0
19533,2014-05-22.22:09:30,Unloading docstrings from memory if -OO is given,12509,None,1,6,7.0
19463,2014-05-22.21:55:29,assertGdbRepr depends on hash randomization / endianess,3108,None,1,5,5.0
18061,2014-05-22.21:45:36,m68k Python 3.3 test results,17328,None,1,None,8.0
16442,2014-05-22.21:41:42,"PATH_MAX vs MAXPATHLEN vs pathconf(..., _PC_PATH_MAX).",5530,5530,1,2,5.0
7856,2014-05-19.17:50:57,cannot decode from or encode to big5 \xf9\xd8,11798,1298,1,5,9.0
21524,2014-05-18.13:20:26,Allowing to pass pathlib.Path object in mimetypes.guess_type function,19609,None,1,6,None
21521,2014-05-18.09:17:54,Tkinter + OSX + Spaces : Multiple file dialogues created,19607,None,1,5,1.0
13197,2014-05-16.05:55:22,subprocess: move shell arguments to a separate keyword param,2984,None,1,6,6.0
21508,2014-05-16.00:46:32,C API PyArg_ParseTuple doc is innacurate,19451,12260,1,6,4.0
16533,2014-05-14.15:10:45,HPUX: Unable to fork() in thread,11089,None,1,5,3.0
4999,2014-05-14.11:45:03,multiprocessing.Queue does not order objects,9945,5849,1,5,13.0
16594,2014-05-14.10:51:31,SocketServer should set SO_REUSEPORT along with SO_REUSEADDR when present,16940,None,1,5,2.0
12991,2014-05-13.22:21:37,Python 64-bit build on HP Itanium - Executable built successfully but modules failed with HP Compiler,14817,1741,1,2,12.0
12271,2014-05-13.22:20:25,panel.h is not found even if it's installed on various flavours of SUSE,14395,None,1,2,8.0
969718,2014-05-13.22:17:16,BASECFLAGS are not passed to module build line,1789,4555,1,5,20.0
15963,2014-05-13.21:59:49,Improve ./configure's support for 32/64-bit debug|release|profiled builds w/ vendor (non-gcc) compilers	on proprietary UNIX systems (Solaris/HP-UX/AIX et al).,5530,5530,1,6,10.0
15757,2014-05-13.21:58:01,./configure --with-pydebug on FreeBSD results in -O2 -pipe eventually ending up in CFLAGS.,5530,5530,1,5,5.0
16275,2014-05-13.21:57:39,test_ctypes fails on Solaris 10 SPARC 2.7 (nitrogen/s10)	(Sun C compiler),5530,5530,1,None,6.0
16721,2014-05-13.21:56:59,configure incorrectly adds -OPT:Olimit=0 for clang,17014,None,1,None,2.0
15668,2014-05-13.21:55:06,"PEP 3121, 384 Refactoring applied to random module",15796,8,1,3,7.0
14141,2014-05-13.21:52:58,2.7.2 64-bit Windows library has __impt_Py* for several symbols instead of __imp__Py*,15557,None,1,2,2.0
15192,2014-05-13.21:51:03,test_bufio failures on Win64 buildbot,2040,None,1,5,5.0
6467,2014-05-13.21:44:58,"PyOS_Readline: treatment of ""1234EOF""; behavior of builtin_raw_input",10824,None,1,5,3.0
13669,2014-05-13.21:42:05,XATTR_SIZE_MAX and XATTR_LIST_MAX undefined on kfreebsd/debian with eglibc,10329,None,1,None,10.0
15871,2014-05-13.21:36:43,Online docs: make index search always available.,155,12260,1,6,11.0
4913,2014-05-13.11:14:33,wave.py: add writesamples() and readsamples(),9904,None,1,6,27.0
21482,2014-05-12.19:05:23,get_versions() in cygwinccomiler.py cannot return correct gcc version,19580,None,1,2,3.0
17794,2014-05-12.17:58:31,Add a key parameter to PriorityQueue,17741,114,1,6,10.0
20115,2014-05-12.09:24:52,NUL bytes in commented lines,43,None,1,5,11.0
21471,2014-05-11.12:20:06,subprocess line-buffering only works in universal newlines mode,2040,None,1,5,4.0
20333,2014-05-09.21:27:37,argparse subparser usage message hides main parser usage,18888,None,1,6,2.0
20934,2014-05-09.17:25:31,test_multiprocessing is broken by design,17791,None,1,5,2.0
20859,2014-05-09.12:55:56,Context of documentation for conditional expressions,155,None,1,5,1.0
21461,2014-05-09.09:16:03,Recognize -pthread,11359,None,1,6,1.0
21453,2014-05-08.17:42:00,Support of RPM subpackages in distutils,19564,None,1,6,1.0
13702,2014-05-07.11:49:09,relative symlinks in tarfile.extract broken (windows),15318,1578,1,5,7.0
17735,2014-05-05.20:15:39,inspect.findsource raises IndexError,14769,None,1,5,4.0
18255,2014-05-04.18:35:56,CPython setup.py problems,925,None,1,5,5.0
2159,2014-05-04.15:01:48,dbmmodule inquiry function is performance prohibitive,5252,415,1,7,23.0
21352,2014-05-03.13:57:07,improve documentation indexing,4873,12260,1,6,2.0
21413,2014-05-02.18:09:58,urllib.request.urlopen dies on non-basic/digest auth schemes,4331,None,1,None,1.0
15104,2014-05-02.08:23:25,Unclear language in __main__ description,2984,7641,1,5,19.0
21410,2014-05-01.20:27:29,setup.py check --restructuredtext  -- appears to pass if docutils not installed,19534,None,1,None,1.0
21409,2014-05-01.20:08:35,setup.py check - should fail and retrun a non 0 exit code,19534,None,1,5,2.0
21403,2014-05-01.15:52:30,cElementTree's Element creation handles attrib argument different from ET,12244,None,1,5,9.0
21390,2014-04-30.09:56:09,readline: setlocale() returns NULL on Android,19514,None,1,None,3.0
21381,2014-04-30.07:30:15,Python 3.4+ interpreter built on/with OS X 10.7 deployment target segfaults on 10.8+,17994,None,1,1,6.0
19214,2014-04-29.22:35:47,shutil.make_archive should recognize extensions in filenames,18456,None,1,6,2.0
21281,2014-04-29.22:17:40,DEBUGGING: Simultaneous stopping of all threads on breakpoint and switching between threads,19444,None,1,6,1.0
21220,2014-04-28.09:42:20,Enhance obmalloc allocation strategy,2217,None,1,3,12.0
21302,2014-04-27.00:36:47,time.sleep (floatsleep()) should use clock_nanosleep() on Linux,19459,None,1,5,7.0
1465646,2014-04-25.14:56:14,test_grp & test_pwd fail,30,None,1,5,9.0
11708,2014-04-25.05:25:45,argparse: suggestion for formatting optional positional args,13404,None,1,None,6.0
21292,2014-04-25.03:26:58,C API in debug fails,19451,None,1,5,6.0
7757,2014-04-24.05:49:02,"sys.path is incorrect when prefix is """"",11737,None,1,5,5.0
12489,2014-04-24.01:59:48,email.errors.HeaderParseError if base64url is used,735,None,1,None,6.0
21251,2014-04-23.11:26:09,Standard library trace module crashes with exception,19438,None,1,5,3.0
21255,2014-04-22.14:15:43,Attaching a PropertyMock records calls,9716,9716,1,5,3.0
16801,2014-04-21.05:34:55,Preserve original representation for integers / floats in docstrings,2731,None,1,6,30.0
21318,2014-04-21.00:31:06,sdist fails with symbolic links do non-existing files,17458,None,1,5,1.0
20760,2014-04-20.18:23:18,test_compileall test getting failed on 3.4 RC,19055,None,1,None,3.0
15002,2014-04-20.16:47:02,urllib2 does not download 4 MB file completely using ftp,16107,1741,1,5,16.0
21296,2014-04-20.15:15:28,smtplib Sends Commands in Lower-Case,19454,None,1,6,2.0
21287,2014-04-19.10:06:26,Better support for AF_PACKET on opensolaris (illumos),19447,None,1,2,2.0
1514420,2014-04-17.21:06:38,"Traceback display code can attempt to open a file named ""<stdin>""",2706,None,1,5,7.0
15887,2014-04-17.18:12:11,urlencode should accept iterables of pairs,15829,None,1,6,6.0
15276,2014-04-17.14:14:08,unicode format does not really work in Python 2.x,16249,None,1,5,18.0
20198,2014-04-17.09:12:28,xml.etree.ElementTree.ElementTree.write attribute sorting,17453,None,1,6,4.0
1062,2014-04-17.05:42:13,nice to have a way to tell if a socket is bound,1360,1360,1,6,7.0
1684,2014-04-16.21:13:35,CGIHTTPServer does not chdir prior to executing the CGI script,351,None,1,6,11.0
21269,2014-04-16.20:48:12,Provide args and kwargs attributes on mock call objects,9716,9716,1,5,1.0
21265,2014-04-16.20:32:41,"ConfigParser allows ""get(*, raw=True), but no corresponding ""set(*, raw=True)""",19441,None,1,6,1.0
21249,2014-04-16.18:47:11,removing pythonXY.zip from sys.path results in additional test failures,169,None,1,6,2.0
21111,2014-04-16.07:33:52,Add a new PyLong_AsUnsignedLongAndOverflow function,19285,None,1,6,13.0
1677872,2014-04-15.20:32:03,Efficient reverse line iterator,3516,None,1,7,12.0
16278,2014-04-14.21:46:48,Improve os.rename documentation and tests,16634,None,1,6,36.0
10318,2014-04-14.21:45:51,"""make altinstall"" installs many files with incorrect shebangs",13245,None,1,None,26.0
8901,2014-04-14.19:53:32,Windows registry path not ignored with -E option,11428,None,1,5,5.0
1738,2014-04-13.19:00:44,Add match parameter to filecmp.dircmp to ignore using patterns,4494,None,1,6,19.0
9066,2014-04-13.09:07:38,"Standard type codes for array.array, same as struct",10719,None,1,6,4.0
15716,2014-04-12.10:40:55,Ability to specify the PYTHONPATH via a command line flag,252,None,1,None,8.0
21178,2014-04-12.08:22:41,doctest cause warnings in tests using generators,19370,None,1,5,4.0
21195,2014-04-11.02:41:28,None float format: incomplete documentation,2858,12260,1,6,5.0
21184,2014-04-09.14:11:01,statistics.pvariance with known mean does not work as expected,9511,9511,1,5,4.0
21183,2014-04-09.03:18:12,Doctest capture only AssertionError but not printed text,19375,None,1,6,5.0
1887,2014-04-08.02:31:55,Document that distutils doesn't support out-of-source builds,102,7641,1,6,12.0
809163,2014-04-05.12:52:14,Can't add files with spaces under bdist_rpm,4577,7641,1,5,22.0
15139,2014-04-04.14:18:20,Speed up threading.Condition wakeup,2217,None,1,7,17.0
21019,2014-04-02.17:43:48,PyMethodDef ml_name is char* instead of const char*,19285,None,1,None,5.0
13824,2014-04-01.07:36:51,argparse.FileType opens a file and never closes it,15380,None,1,5,8.0
21103,2014-03-30.20:50:37,Encoding str to IDNA with ellipsis decomposes to empty labels,19326,None,1,5,3.0
21078,2014-03-29.20:30:33,"multiprocessing.managers.BaseManager.__init__'s ""serializer"" argument is not documented",12012,12260,1,None,6.0
19983,2014-03-29.17:41:55,"When interrupted during startup, Python should not call abort() but exit()",13463,None,1,1,13.0
18823,2014-03-29.08:44:01,Idle: use pipes instead of sockets to talk with user subprocess,155,None,1,5,4.0
21087,2014-03-28.18:31:57,imp.frozen_init() incorrectly removes module during reload,14000,None,1,5,2.0
17829,2014-03-28.10:04:37,"csv.Sniffer.snif doesn't set up the dialect properly for a csv created with dialect=csv.excel_tab and containing quote ("") char",12060,None,1,5,3.0
21063,2014-03-27.20:31:18,Touch up one-line descriptions of modules for module index,37,12260,1,None,5.0
21070,2014-03-26.18:15:24,test_xmlrpc waits forever instead of reporting failure,3981,None,1,5,2.0
21011,2014-03-25.22:02:19,PyArg_ParseTupleAndKeywords doesn't take const char *keywords[],19285,None,1,3,2.0
21024,2014-03-24.01:04:43,PyTypeObject tp_doc is char* instead of const char*,19285,None,1,None,2.0
21023,2014-03-24.01:04:37,PyTypeObject tp_name is char* instead of const char*,19285,None,1,None,2.0
21022,2014-03-24.01:04:35,PyMemberDef doc is char* instead of const char*,19285,None,1,None,2.0
21021,2014-03-24.01:04:32,PyMemberDef name is char* instead of const char*,19285,None,1,None,2.0
21020,2014-03-24.01:04:27,PyMethodDef ml_doc is char* instead of const char*,19285,None,1,None,2.0
21033,2014-03-23.08:36:13,previous trace function still invoked after sys.settrace(),12652,None,1,5,1.0
20937,2014-03-22.20:33:21,test_socket: buffer overflow in sock_recvmsg_guts,19220,None,1,None,4.0
21025,2014-03-22.17:25:12,"if check_hostname is true, context can't be used for server purposes",2040,None,1,5,2.0
21016,2014-03-22.03:46:20,trace: $prefix and $exec_prefix improperly replaced on Fedora,19287,None,1,5,1.0
21002,2014-03-21.08:54:46,_sre.SRE_Scanner object should have a fullmatch() method,19276,None,1,6,4.0
15351,2014-03-20.23:58:35,Add to unittest.TestCase support for using context managers,12075,9716,1,6,8.0
20686,2014-03-20.23:14:58,Confusing statement about unicode strings in tutorial introduction,19018,12260,1,6,9.0
20986,2014-03-20.13:53:35,test_startup_imports fails in test_site when executed inside venv,19266,None,1,5,2.0
20989,2014-03-20.12:53:56,XML File I/O Misbehavior with open() when the flag is 'r+',19268,None,1,5,2.0
20907,2014-03-20.12:45:25,behavioral differences between shutil.unpack_archive and ZipFile.extractall,18010,12260,1,5,7.0
8763,2014-03-20.01:12:17,py3K bdist_msi wrongly installs itself in ALL python versions,9459,4555,1,None,6.0
6145,2014-03-20.01:02:16,distutils.extension.read_setup_file misinterprets -C switch,5494,4555,1,5,2.0
7677,2014-03-19.17:29:19,upload: improve display for error messages from gpg,2699,7641,1,5,6.0
20970,2014-03-19.14:41:47,contradictory documentation for prog option of argparse,11883,12260,1,None,11.0
17110,2014-03-18.21:33:01,sys.argv docs should explaining how to handle encoding issues,1309,12260,1,6,5.0
10835,2014-03-18.04:36:21,sys.executable default and altinstall,13245,None,1,5,9.0
20890,2014-03-17.20:38:38,Miscellaneous PEP 101 additions,1309,None,1,None,3.0
20785,2014-03-17.05:46:09,Missing symbols in Python27.lib (Windows 64bit),19074,None,1,2,6.0
20952,2014-03-16.23:30:35,OpenSSL and RDRAND,19220,None,1,None,2.0
20949,2014-03-16.20:05:42,Missing platform security integrations,19220,None,1,None,2.0
4142,2014-03-16.09:35:13,smtplib doesn't clear helo/ehlo flags on quit,9424,None,1,5,10.0
20212,2014-03-15.12:43:13,distutils: fix build_ext check to find whether we're building Python or not,18820,None,1,2,4.0
20868,2014-03-15.04:31:16,Lib/test/test_socket.py: skip testGetServBy if /etc/services is not found,19152,None,1,None,4.0
19346,2014-03-15.01:54:48,Build fails when there are no shared extensions to be built,10461,None,1,2,3.0
5977,2014-03-15.01:06:19,distutils build_ext.get_outputs returns wrong result,1814,7641,1,5,15.0
1034,2014-03-14.22:44:09,[patch] Add 2to3 support for displaying warnings as Python comments,3936,94,1,6,6.0
19510,2014-03-14.19:32:26,lib2to3.fixes.fix_import gets confused if implicit relative imports and absolute imports are on the same line,7306,None,1,None,2.0
20867,2014-03-14.19:31:29,fix_import in 2to3 adds spurious relative import (windows),10276,None,1,5,3.0
19359,2014-03-14.15:14:03,reversed() does not work with weakref.proxy of sequences,13549,4455,1,5,7.0
19257,2014-03-14.13:16:41,Sub-optimal error message when importing a non-package,9612,None,1,None,13.0
6040,2014-03-14.01:41:31,bdist_msi does not deal with pre-release version,7271,None,1,6,15.0
15419,2014-03-13.21:07:18,distutils: build should use a version-specific build directory,2984,7641,1,5,12.0
5926,2014-03-13.21:06:15,bdist_msi: add support for minimum Python version for pure Python projects,1334,None,1,6,2.0
11219,2014-03-13.20:54:27,distutils check command: warn if license is specified in both the License and Classifier metadata fields,13680,None,1,6,10.0
5936,2014-03-13.20:51:12,Add MSI suport for uninstalling individual versions,2074,None,1,6,9.0
4480,2014-03-13.20:50:13,bdist_msi and bdist_wininst are missing an uninstaller icon,4,None,1,6,8.0
2942,2014-03-13.20:49:13,mingw/cygwin do not accept asm file as extension source,3529,None,1,6,4.0
1109659,2014-03-13.20:46:35,distutils argument parsing is bogus,57,7641,1,6,5.0
11723,2014-03-13.20:29:12,Add support for mingw64 compiler,14032,None,1,6,6.0
5300,2014-03-13.20:26:15,distutils should preserve +x bit on data files,1660,None,1,5,5.0
5572,2014-03-13.20:10:34,distutils should respect the LIBS configure env var,94,7641,1,5,14.0
8501,2014-03-13.20:09:20,setup.py install --dry-run option doesn't work,10330,7641,1,5,4.0
13038,2014-03-13.20:07:11,bdist_wininst installers should warn if target dir is read-only,14918,4555,1,1,3.0
1109658,2014-03-13.20:06:04,distutils dry-run breaks when attempting to bytecompile,57,7641,1,5,4.0
5243,2014-03-13.03:58:32,Missing dependency in distutils build,10088,7641,1,5,12.0
13733,2014-03-12.23:20:45,Change required to sysconfig.py for Python 2.7.2 on OS/2,15327,None,1,2,12.0
7219,2014-03-12.10:35:23,Unhelpful error message when a distutils package install fails due to a permissions error,9716,7641,1,5,12.0
16326,2014-03-12.09:13:16,distutils build_ext fails to set library_dirs in 2.7.2 on Linux,16767,7641,1,2,10.0
18970,2014-03-12.09:11:02,run_setup() behavior differs from cli invocation of setup.py,18224,7641,1,5,2.0
19394,2014-03-12.08:22:14,distutils.core.Extension: empty strings in library_dirs and include_dirs should not be allowed,18524,7641,1,5,2.0
19549,2014-03-12.08:18:55,PKG-INFO is created with CRLF on Windows,2984,7641,1,None,2.0
4849,2014-03-11.18:15:41,instantiating and populating xml.dom.minidom.Element is cumbersome,982,None,1,6,9.0
3849,2014-03-11.18:04:54,FUD in documentation for urllib.urlopen(),9237,12260,1,5,3.0
18999,2014-03-10.22:11:24,Support different contexts in multiprocessing,14976,None,1,6,25.0
7262,2014-03-09.06:23:26,codecs.open() + eol (windows),10048,4,1,5,5.0
18678,2014-03-08.13:51:49,Wrong struct members name for spwd module,17937,None,1,5,8.0
20819,2014-03-07.21:54:46,reinitialize_command doesn't clear install_lib on install and install_lib commands,1290,None,1,None,2.0
17267,2014-03-07.19:46:35,datetime.time support for '+' and '-',925,None,1,6,19.0
18191,2014-03-07.16:23:13,urllib2/urllib.parse.splitport does not handle IPv6 correctly,11599,None,1,5,9.0
2818,2014-03-07.12:46:54,pulldom cannot handle xml file with large external entity properly,7369,None,1,3,1.0
20788,2014-03-07.09:44:53,distutils.msvccompiler - flags are hidden inside initialize(),14180,None,1,6,2.0
18816,2014-03-07.02:57:27,"""mmap.flush()"" is always synchronous, hurting performance",415,None,1,6,3.0
20861,2014-03-07.01:31:45,"datetime argument handling inconsistent; should accept logical integers, not coercible values",19135,None,1,5,3.0
11107,2014-03-06.22:40:28,"Cache constant ""slice"" instances",2153,None,1,7,5.0
20860,2014-03-06.22:33:01,ipaddress network subnets() method should return object with __getitem__,15431,None,1,6,7.0
20857,2014-03-06.21:50:40,"ipaddress ""is_private"" and ""is_global"" are insufficiently documented and is_global probably has a bug",9663,None,1,5,3.0
14995,2014-03-02.15:23:13,PyLong_FromString documentation should state that the string must be null-terminated,9883,12260,1,None,2.0
16525,2014-03-02.08:57:34,wave file module does not support 32bit float format,16897,15623,1,6,14.0
20727,2014-02-28.17:18:01,Improved roundrobin itertools recipe,19040,114,1,7,13.0
20806,2014-02-28.14:44:57,os.times document points to wrong section of non-Linux manual,13799,12260,1,None,2.0
20803,2014-02-28.14:07:44,struct.pack_into writes 0x00 for pad bytes,2136,None,1,5,2.0
3831,2014-02-27.22:38:01,Multiprocessing: Expose underlying pipe in queues,9201,5849,1,6,6.0
20581,2014-02-25.20:19:20,Incorrect behaviour of super() in a metaclass-created subclass,18933,None,1,5,2.0
20768,2014-02-25.15:20:40,pyconfig.h #defines macros in global namespace,19061,None,1,None,4.0
20630,2014-02-25.05:50:44,Add sorting helpers for collections containing None values,1309,None,1,6,9.0
20747,2014-02-24.16:09:08,Charset.header_encode in email.charset doesn't take a maxlinelen argument and has inconsistent behavior with different encodings,19049,None,1,5,9.0
20750,2014-02-23.23:06:29,Roundtrip-test tokenize.untokenize(iterable_of_5_tuples),155,155,1,5,3.0
8478,2014-02-23.23:01:28,tokenize.untokenize first token missing failure case,9617,155,1,5,7.0
1524639,2014-02-23.18:30:52,Fix Tkinter Tcl-commands memory-leaks,826,10303,1,5,14.0
20712,2014-02-23.09:56:52,Make inspect agnostic about whether functions are implemented in Python or C,2731,2731,1,5,5.0
11188,2014-02-21.22:54:59,test_time error on AIX,2630,None,1,5,15.0
20687,2014-02-20.20:01:15,Change in expectedFailure breaks testtools,19,None,1,5,7.0
20705,2014-02-20.19:08:14,distutils.extension.Extension with empty 'sources' list,19029,None,1,5,1.0
16223,2014-02-18.04:27:36,untokenize returns a string if no encoding token is recognized,14000,155,1,5,5.0
20414,2014-02-16.18:12:07,Python 3.4 has two Overlapped types,2377,None,1,None,27.0
20415,2014-02-15.15:49:04,"Could method ""isinstance"" take a list as parameter?",18922,None,1,6,2.0
20393,2014-02-15.15:47:43,Docs: mark deprecated items in the TOC,16187,12260,1,6,2.0
20290,2014-02-15.15:39:32,inspect module bug for modules with same filename,18873,None,1,5,1.0
20039,2014-02-15.15:11:38,Missing documentation for argparse.ArgumentTypeError,18767,12260,1,6,3.0
20601,2014-02-14.22:59:26,tracing and tests that raise an exception in a SIGALRM handler,12652,None,1,5,6.0
20626,2014-02-14.21:35:31,Manager documentation unclear about lists and thread safeness,18972,12260,1,6,1.0
20623,2014-02-14.05:29:14,Run test_htmlparser with unbuffered source,7047,7047,1,5,1.0
18795,2014-02-11.18:05:06,pstats - allow stats sorting by cumulative time per call and total time per call,18180,None,1,6,8.0
20405,2014-02-10.22:27:34,"Add io.BinaryTransformWrapper and a ""transform"" parameter to open()",1309,None,1,6,12.0
20582,2014-02-10.15:32:35,socket.getnameinfo() does not document flags,1266,12260,1,None,4.0
1573931,2014-02-10.14:08:26,"WSGI, cgi.FieldStorage incompatibility",2515,None,1,5,5.0
12675,2014-02-08.20:15:10,tokenize module happily tokenizes code with syntax errors,14554,None,1,5,11.0
20518,2014-02-08.14:41:36,multiple inheritance + C extension = possibly unexpected __base__,18963,None,1,5,3.0
20389,2014-02-08.10:03:31,clarify meaning of xbar and mu in pvariance/variance of statistics module,14373,9511,1,None,4.0
19352,2014-02-06.23:58:01,unittest loader barfs on symlinks,2040,None,1,5,14.0
1654367,2014-02-06.15:47:40,[PATCH] Debuggers need a way to change the locals of a frame,3182,None,1,6,14.0
20524,2014-02-06.01:08:15,format error messages should provide context information,9663,None,1,5,3.0
6299,2014-02-04.13:14:23,pyexpat build failure on Solaris 10 for 2.6.1/2.6.2,2417,None,1,2,7.0
12411,2014-02-04.12:15:19,cgi.parse_multipart is broken on 3.x,8707,1741,1,5,13.0
17296,2014-02-04.12:11:49,Cannot unpickle classes derived from 'Exception',17380,None,1,5,12.0
1721083,2014-02-04.11:59:33,Add File - Reload,114,7276,1,6,13.0
17925,2014-02-04.10:48:29,asynchat.async_chat.initiate_send : del deque[0] is not safe,17827,None,1,1,17.0
17393,2014-02-04.01:28:04,stdlib import mistaken for local by import_fixer,9010,None,1,5,3.0
1643712,2014-02-03.19:50:27,Emphasize buffering issues when sys.stdin is used,2552,12260,1,6,2.0
1178136,2014-02-03.19:48:27,cgitb.py support for frozen images,105,None,1,6,2.0
1244861,2014-02-03.19:48:14,Enable os.startfile and webbrowser.WindowsDefault on Cygwin,1182,None,1,6,10.0
1254718,2014-02-03.19:47:57,GCC detection for runtime_library_dirs when ccache is used,1507,4555,1,2,13.0
1332869,2014-02-03.19:47:44,Fatal Python error: Interpreter not initialized,2425,35,1,5,10.0
1374063,2014-02-03.19:47:30,Broader iterable support for xmlrpclib,15,None,1,6,8.0
1295179,2014-02-03.19:47:14,termios.c in qnx4.25,2386,None,1,5,8.0
1564508,2014-02-03.19:46:43,"RFC 2965 BaseCookie does not support ""$Port""",2823,None,1,6,6.0
1576120,2014-02-03.19:45:31,Support spawnvp[e] + use native execvp[e] on win32,2522,None,1,6,2.0
1648957,2014-02-03.19:44:54,HP-UX: _ctypes/libffi/src/ia64/ffi/__attribute__/native cc,2979,66,1,2,4.0
1653457,2014-02-03.19:44:39,Python misbehaves when installed in / (patch attached),3014,None,1,5,4.0
3020,2014-02-03.19:44:21,doctest should have lib2to3 integration,2153,None,1,6,3.0
1676820,2014-02-03.19:43:47,Add a PeriodicTimer to threading,1439,None,1,6,15.0
1735509,2014-02-03.19:43:31,Newer reply format for imap commands in imaplib.py,3931,None,1,6,5.0
1736792,2014-02-03.19:43:02,dict reentrant/threading request,1613,None,1,6,3.0
1744,2014-02-03.19:42:22,readline module - set/get quote delimiters,4502,None,1,6,5.0
1800,2014-02-03.19:42:08,ctypes callback fails when called in Python with array argument,1673,66,1,5,6.0
1437699,2014-02-03.19:40:45,allow unicode arguments for robotparser.can_fetch,2567,None,1,6,9.0
1875,2014-02-03.19:35:44,"""if 0: return"" not raising SyntaxError",43,1076,1,5,7.0
20490,2014-02-03.19:33:00,Show clear error message on circular import,11519,None,1,6,2.0
4802,2014-02-03.19:23:22,detect_tkinter for cygwin,9108,None,1,6,2.0
4878,2014-02-03.19:23:08,post installer script's message is not shown to user with bdist_wininst,9884,4555,1,5,2.0
2941,2014-02-03.19:22:54,Propagate define to resurce mingw32 compile,3529,4555,1,2,2.0
1465554,2014-02-03.19:22:39,Cygwin installer should create a link to libpythonX.Y.dll.a,1083,4555,1,5,2.0
6483,2014-02-03.19:22:30,Modules are not deallocated correctly if m_size = -1,10813,8,1,5,5.0
6529,2014-02-03.19:21:54,"get{pw,gr}{nam,[ug]id}() calls are not re-entrant",10874,None,1,5,2.0
7752,2014-02-03.19:21:39,Add support for Digest authentication session (reuse nonces),8426,1741,1,6,2.0
1621421,2014-02-03.19:21:26,normalize namespace from minidom,3755,None,1,5,7.0
6952,2014-02-03.19:20:38,deprecated conversion from string constant to char *,105,None,1,2,12.0
1704134,2014-02-03.19:20:23,minidom Level 1 DOM compliance,713,None,1,5,12.0
1755841,2014-02-03.19:20:04,Patch for [ 735515 ] urllib2 should cache 301 redir,1741,1741,1,6,22.0
7615,2014-02-03.19:19:32,unicode_escape codec does not escape quotes,11571,None,1,5,25.0
4297,2014-02-03.19:17:58,Add error_log attribute to optparse.OptionParser,9548,None,1,6,5.0
4657,2014-02-03.19:16:57,Doctest gets line numbers wrongs with <> in name,1309,None,1,None,5.0
1487481,2014-02-03.19:16:22,Could BIND_FIRST be removed on HP-UX?,957,None,1,5,7.0
1616,2014-02-03.19:15:52,compiler warnings,5,None,1,2,13.0
2180,2014-02-03.19:15:35,tokenize: mishandles line joining,5276,None,1,5,5.0
6103,2014-02-03.19:15:22,Static library (libpythonX.Y.a) installed in incorrect location,9138,None,1,5,3.0
1648923,2014-02-03.19:13:49,HP-UX: -lcurses missing for readline.so,2979,None,1,5,5.0
539907,2014-02-03.19:13:24,Tkinter lock conflicts extension widgets,1942,None,1,6,7.0
1439312,2014-02-03.19:12:40,Patch for bug  1438185: os.renames deletes junction points,1113,8,1,5,6.0
1705520,2014-02-03.19:08:59,API for excluding methods from unittest stack traces,3924,9716,1,6,8.0
3022,2014-02-03.19:07:28,"mailbox module, two small fixes",4698,None,1,5,8.0
4683,2014-02-03.19:06:47,urllib2.HTTPDigestAuthHandler fails on third hostname?,9777,1741,1,5,12.0
2454,2014-02-03.19:06:13,sha and md5 fixer,8,11255,1,5,14.0
4333,2014-02-03.18:42:27,Reworked Dialog.py,4698,None,1,6,3.0
1554,2014-02-03.18:42:13,socketmodule cleanups: allow the use of keywords in socket functions,2135,None,1,6,10.0
3461,2014-02-03.18:41:59,smtplib does not fully support IPv6 in EHLO,4435,None,1,5,7.0
1479255,2014-02-03.18:41:45,Fix building with SWIG's -c++ option set in setup.py,3697,4555,1,5,5.0
1778410,2014-02-03.18:40:28,removeTest() method patch for unittest.TestSuite,3111,None,1,6,8.0
1613500,2014-02-03.18:39:58,Write mode option for fileinput module.,3749,None,1,6,5.0
1712522,2014-02-03.18:38:01,urllib.quote throws exception on Unicode URL,1467,1741,1,5,34.0
5752,2014-02-03.18:37:26,"xml.dom.minidom does not escape CR, LF and TAB characters within attribute values",10385,None,1,5,33.0
10566,2014-02-03.18:36:04,gdb debugging support additions (Tools/gdb/libpython.py),9636,11193,1,6,7.0
